date,impfstoff,impfstofftyp,region,dosen,einrichtung,geo,Hersteller,KW,wochentag,Jahr,Monat,JahrKW
2022-07-26,moderna,wildtyp,DE-HE,2360,arztpraxen,Hessen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-MV,1010,arztpraxen,Mecklenburg-Vorpommern,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-NI,2950,arztpraxen,Niedersachsen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-NW,10740,arztpraxen,Nordrhein-Westfalen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-RP,920,arztpraxen,Rheinland-Pfalz,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-SL,630,arztpraxen,Saarland,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-SN,760,arztpraxen,Sachsen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-ST,280,arztpraxen,Sachsen-Anhalt,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-SH,1100,arztpraxen,Schleswig-Holstein,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-TH,250,arztpraxen,Thüringen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-BW,2630,oegd,Baden-Württemberg,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-BY,6650,oegd,Bayern,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-BE,110,oegd,Berlin,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-BB,120,oegd,Brandenburg,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-HB,0,oegd,Bremen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-HH,0,oegd,Hamburg,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-HE,1980,oegd,Hessen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-MV,100,oegd,Mecklenburg-Vorpommern,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-NI,4410,oegd,Niedersachsen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-NW,5010,oegd,Nordrhein-Westfalen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-RP,420,oegd,Rheinland-Pfalz,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-SL,1200,oegd,Saarland,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-SN,130,oegd,Sachsen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-ST,230,oegd,Sachsen-Anhalt,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-SH,2800,oegd,Schleswig-Holstein,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-TH,0,oegd,Thüringen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-BW,240,apotheken,Baden-Württemberg,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-BY,30,apotheken,Bayern,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-BE,40,apotheken,Berlin,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-BB,0,apotheken,Brandenburg,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-HB,0,apotheken,Bremen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-HH,50,apotheken,Hamburg,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-HE,30,apotheken,Hessen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-MV,20,apotheken,Mecklenburg-Vorpommern,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-NI,20,apotheken,Niedersachsen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-NW,90,apotheken,Nordrhein-Westfalen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-RP,10,apotheken,Rheinland-Pfalz,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-SL,0,apotheken,Saarland,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-SN,0,apotheken,Sachsen,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-ST,20,apotheken,Sachsen-Anhalt,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-SH,10,apotheken,Schleswig-Holstein,Moderna,30,2,2022,7,202230
2022-07-26,moderna,wildtyp,DE-TH,0,apotheken,Thüringen,Moderna,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BW,30,arztpraxen,Baden-Württemberg,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BY,10,arztpraxen,Bayern,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BE,20,arztpraxen,Berlin,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BB,5,arztpraxen,Brandenburg,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-HB,0,arztpraxen,Bremen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-HH,0,arztpraxen,Hamburg,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-HE,30,arztpraxen,Hessen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-MV,0,arztpraxen,Mecklenburg-Vorpommern,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-NI,0,arztpraxen,Niedersachsen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-NW,80,arztpraxen,Nordrhein-Westfalen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-RP,50,arztpraxen,Rheinland-Pfalz,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-SL,5,arztpraxen,Saarland,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-SN,0,arztpraxen,Sachsen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-ST,0,arztpraxen,Sachsen-Anhalt,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-SH,0,arztpraxen,Schleswig-Holstein,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-TH,10,arztpraxen,Thüringen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BW,225,oegd,Baden-Württemberg,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BY,0,oegd,Bayern,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BE,0,oegd,Berlin,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BB,0,oegd,Brandenburg,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-HB,0,oegd,Bremen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-HH,0,oegd,Hamburg,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-HE,0,oegd,Hessen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-MV,0,oegd,Mecklenburg-Vorpommern,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-NI,0,oegd,Niedersachsen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-NW,0,oegd,Nordrhein-Westfalen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-RP,0,oegd,Rheinland-Pfalz,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-SL,0,oegd,Saarland,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-SN,0,oegd,Sachsen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-ST,0,oegd,Sachsen-Anhalt,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-SH,0,oegd,Schleswig-Holstein,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-TH,0,oegd,Thüringen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BW,0,apotheken,Baden-Württemberg,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BY,25,apotheken,Bayern,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BE,0,apotheken,Berlin,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-BB,0,apotheken,Brandenburg,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-HB,0,apotheken,Bremen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-HH,0,apotheken,Hamburg,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-HE,0,apotheken,Hessen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-MV,0,apotheken,Mecklenburg-Vorpommern,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-NI,0,apotheken,Niedersachsen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-NW,5,apotheken,Nordrhein-Westfalen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-RP,0,apotheken,Rheinland-Pfalz,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-SL,0,apotheken,Saarland,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-SN,0,apotheken,Sachsen,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-ST,0,apotheken,Sachsen-Anhalt,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-SH,0,apotheken,Schleswig-Holstein,J&J,30,2,2022,7,202230
2022-07-26,johnson,wildtyp,DE-TH,0,apotheken,Thüringen,J&J,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BW,1050,arztpraxen,Baden-Württemberg,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BY,1080,arztpraxen,Bayern,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BE,330,arztpraxen,Berlin,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BB,170,arztpraxen,Brandenburg,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-HB,0,arztpraxen,Bremen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-HH,120,arztpraxen,Hamburg,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-HE,860,arztpraxen,Hessen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-MV,40,arztpraxen,Mecklenburg-Vorpommern,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-NI,-50,arztpraxen,Niedersachsen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-NW,470,arztpraxen,Nordrhein-Westfalen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-RP,200,arztpraxen,Rheinland-Pfalz,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-SL,10,arztpraxen,Saarland,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-SN,170,arztpraxen,Sachsen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-ST,40,arztpraxen,Sachsen-Anhalt,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-SH,0,arztpraxen,Schleswig-Holstein,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-TH,50,arztpraxen,Thüringen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BW,1300,oegd,Baden-Württemberg,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BY,1900,oegd,Bayern,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BE,500,oegd,Berlin,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BB,0,oegd,Brandenburg,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-HB,0,oegd,Bremen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-HH,0,oegd,Hamburg,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-HE,1250,oegd,Hessen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-MV,200,oegd,Mecklenburg-Vorpommern,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-NI,660,oegd,Niedersachsen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-NW,1590,oegd,Nordrhein-Westfalen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-RP,40,oegd,Rheinland-Pfalz,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-SL,400,oegd,Saarland,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-SN,100,oegd,Sachsen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-ST,0,oegd,Sachsen-Anhalt,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-SH,10,oegd,Schleswig-Holstein,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-TH,0,oegd,Thüringen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BW,120,apotheken,Baden-Württemberg,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BY,0,apotheken,Bayern,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BE,0,apotheken,Berlin,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-BB,0,apotheken,Brandenburg,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-HB,0,apotheken,Bremen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-HH,0,apotheken,Hamburg,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-HE,0,apotheken,Hessen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-MV,10,apotheken,Mecklenburg-Vorpommern,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-NI,10,apotheken,Niedersachsen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-NW,30,apotheken,Nordrhein-Westfalen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-RP,0,apotheken,Rheinland-Pfalz,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-SL,0,apotheken,Saarland,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-SN,70,apotheken,Sachsen,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-ST,0,apotheken,Sachsen-Anhalt,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-SH,0,apotheken,Schleswig-Holstein,Novavax,30,2,2022,7,202230
2022-07-26,novavax,wildtyp,DE-TH,10,apotheken,Thüringen,Novavax,30,2,2022,7,202230
2022-08-02,comirnaty,wildtyp,DE-BW,30498,arztpraxen,Baden-Württemberg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BY,35826,arztpraxen,Bayern,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BE,11262,arztpraxen,Berlin,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BB,6738,arztpraxen,Brandenburg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HB,1248,arztpraxen,Bremen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HH,7338,arztpraxen,Hamburg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HE,17406,arztpraxen,Hessen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-MV,4872,arztpraxen,Mecklenburg-Vorpommern,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-NI,21546,arztpraxen,Niedersachsen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-NW,71640,arztpraxen,Nordrhein-Westfalen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-RP,10446,arztpraxen,Rheinland-Pfalz,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SL,3408,arztpraxen,Saarland,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SN,5376,arztpraxen,Sachsen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-ST,4482,arztpraxen,Sachsen-Anhalt,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SH,8058,arztpraxen,Schleswig-Holstein,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-TH,4116,arztpraxen,Thüringen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BW,3786,oegd,Baden-Württemberg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BY,9126,oegd,Bayern,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BE,1128,oegd,Berlin,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BB,462,oegd,Brandenburg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HB,360,oegd,Bremen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HH,0,oegd,Hamburg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HE,1806,oegd,Hessen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-MV,180,oegd,Mecklenburg-Vorpommern,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-NI,6402,oegd,Niedersachsen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-NW,3510,oegd,Nordrhein-Westfalen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-RP,1434,oegd,Rheinland-Pfalz,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SL,60,oegd,Saarland,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SN,3906,oegd,Sachsen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-ST,366,oegd,Sachsen-Anhalt,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SH,246,oegd,Schleswig-Holstein,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-TH,0,oegd,Thüringen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BW,534,apotheken,Baden-Württemberg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BY,504,apotheken,Bayern,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BE,504,apotheken,Berlin,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BB,66,apotheken,Brandenburg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HB,12,apotheken,Bremen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HH,96,apotheken,Hamburg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HE,282,apotheken,Hessen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-MV,24,apotheken,Mecklenburg-Vorpommern,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-NI,432,apotheken,Niedersachsen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-NW,2082,apotheken,Nordrhein-Westfalen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-RP,408,apotheken,Rheinland-Pfalz,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SL,84,apotheken,Saarland,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SN,210,apotheken,Sachsen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-ST,96,apotheken,Sachsen-Anhalt,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SH,108,apotheken,Schleswig-Holstein,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-TH,24,apotheken,Thüringen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BW,2020,arztpraxen,Baden-Württemberg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BY,1250,arztpraxen,Bayern,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BE,460,arztpraxen,Berlin,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BB,260,arztpraxen,Brandenburg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HB,100,arztpraxen,Bremen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HH,800,arztpraxen,Hamburg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HE,750,arztpraxen,Hessen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-MV,270,arztpraxen,Mecklenburg-Vorpommern,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-NI,1280,arztpraxen,Niedersachsen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-NW,3010,arztpraxen,Nordrhein-Westfalen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-RP,420,arztpraxen,Rheinland-Pfalz,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SL,130,arztpraxen,Saarland,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SN,160,arztpraxen,Sachsen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-ST,130,arztpraxen,Sachsen-Anhalt,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SH,330,arztpraxen,Schleswig-Holstein,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-TH,30,arztpraxen,Thüringen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BW,500,oegd,Baden-Württemberg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BY,1560,oegd,Bayern,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BE,300,oegd,Berlin,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-BB,0,oegd,Brandenburg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HB,0,oegd,Bremen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HH,0,oegd,Hamburg,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-HE,270,oegd,Hessen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-MV,0,oegd,Mecklenburg-Vorpommern,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-NI,530,oegd,Niedersachsen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-NW,570,oegd,Nordrhein-Westfalen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-RP,0,oegd,Rheinland-Pfalz,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SL,0,oegd,Saarland,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SN,250,oegd,Sachsen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-ST,100,oegd,Sachsen-Anhalt,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-SH,0,oegd,Schleswig-Holstein,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,comirnaty,wildtyp,DE-TH,0,oegd,Thüringen,BNT/Pfizer,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-BW,4180,arztpraxen,Baden-Württemberg,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-BY,3990,arztpraxen,Bayern,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-BE,1470,arztpraxen,Berlin,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-BB,830,arztpraxen,Brandenburg,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-HB,160,arztpraxen,Bremen,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-HH,1520,arztpraxen,Hamburg,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-HE,2230,arztpraxen,Hessen,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-MV,890,arztpraxen,Mecklenburg-Vorpommern,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-NI,4940,arztpraxen,Niedersachsen,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-NW,10960,arztpraxen,Nordrhein-Westfalen,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-RP,880,arztpraxen,Rheinland-Pfalz,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-SL,320,arztpraxen,Saarland,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-SN,400,arztpraxen,Sachsen,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-ST,610,arztpraxen,Sachsen-Anhalt,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-SH,840,arztpraxen,Schleswig-Holstein,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-TH,90,arztpraxen,Thüringen,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-BW,2270,oegd,Baden-Württemberg,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-BY,5190,oegd,Bayern,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-BE,510,oegd,Berlin,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-BB,390,oegd,Brandenburg,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-HB,600,oegd,Bremen,Moderna,31,2,2022,8,202231
2022-08-02,moderna,wildtyp,DE-HH,0,oegd,Hamburg,Moderna,31,2,2022,8,202231
