krs17;krs17name;fl17;bev17;bevM17;bevF17;kbez;kbez;ksitz;kslk;kslkname;kreg17;kreg17name;st_kreg ;st_kreg_name ;kslk_kreg;kslk_kreg_name;ktyp4;ktyp4_name;slraum;slraum_name;raumt2010lage_kreis;raumt2010lage_kreis_name;ROR11;ROR11name;rtyp3;rtyp3name;AAG;AAGname;IAB_Typ;IAB_Typ_name;amr16;amr16name;foerd1420;amr_styp3;RBZ;RBZname;NUTS2;NUTS2name;grenzreg_v1;grenzreg_v2;metropolen_IKM_2015_a;metropolen_IKM_2015_b;land;land_name;kv;kv_name;WO;WO_name
8226;Rhein-Neckar-Kreis;1061,54;546745;268886;277859;44;Landkreis;Heidelberg;2;Landkreis;8226000;Rhein-Neckar-Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;812;Unterer Neckar;1;Städtische Region;624;AA Heidelberg;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;129;Heidelberg;N;1;82;Karlsruhe;DE12;Karlsruhe;0;0;;Metropolregion Rhein-Neckar;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8231;Pforzheim, Stadt;98,07;124289;61032;63257;42;Stadtkreis;Pforzheim;1;Kreisfreie Stadt;8231000;Pforzheim, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;807;Nordschwarzwald;2;Region mit Verstädterungsansätzen;647;AA Nagold - Pforzheim;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;132;Pforzheim;N;1;82;Karlsruhe;DE12;Karlsruhe;0;0;Metropolregion Stuttgart;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8235;Calw;797,31;157424;79006;78418;44;Landkreis;Calw;2;Landkreis;8235000;Calw;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;807;Nordschwarzwald;2;Region mit Verstädterungsansätzen;647;AA Nagold - Pforzheim;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;133;Calw;N;1;82;Karlsruhe;DE12;Karlsruhe;0;0;Metropolregion Stuttgart;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8236;Enzkreis;573,62;198369;98374;99995;44;Landkreis;Pforzheim;2;Landkreis;8236000;Enzkreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;807;Nordschwarzwald;2;Region mit Verstädterungsansätzen;647;AA Nagold - Pforzheim;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;132;Pforzheim;N;1;82;Karlsruhe;DE12;Karlsruhe;0;0;Metropolregion Stuttgart;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8237;Freudenstadt;870,39;117456;58619;58837;44;Landkreis;Freudenstadt;2;Landkreis;8237000;Freudenstadt;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;807;Nordschwarzwald;2;Region mit Verstädterungsansätzen;647;AA Nagold - Pforzheim;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;134;Freudenstadt;N;2;82;Karlsruhe;DE12;Karlsruhe;0;0;Metropolregion Stuttgart;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8311;Freiburg im Breisgau, Stadt;153,04;229636;109537;120099;42;Stadtkreis;Freiburg im Breisgau;1;Kreisfreie Stadt;8311000;Freiburg im Breisgau, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;811;Südlicher Oberrhein;2;Region mit Verstädterungsansätzen;617;AA Freiburg;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;135;Freiburg;N;1;83;Freiburg;DE13;Freiburg;3;6;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8315;Breisgau-Hochschwarzwald;1378,31;262405;129454;132951;44;Landkreis;Freiburg im Breisgau;2;Landkreis;8315000;Breisgau-Hochschwarzwald;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;811;Südlicher Oberrhein;2;Region mit Verstädterungsansätzen;617;AA Freiburg;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;135;Freiburg;N;1;83;Freiburg;DE13;Freiburg;3;6;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8316;Emmendingen;679,79;164712;81348;83364;44;Landkreis;Emmendingen;2;Landkreis;8316000;Emmendingen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;811;Südlicher Oberrhein;2;Region mit Verstädterungsansätzen;617;AA Freiburg;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;135;Freiburg;N;1;83;Freiburg;DE13;Freiburg;3;6;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8317;Ortenaukreis;1860,29;425932;212042;213890;44;Landkreis;Offenburg;2;Landkreis;8317000;Ortenaukreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;811;Südlicher Oberrhein;2;Region mit Verstädterungsansätzen;651;AA Offenburg;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;136;Offenburg;N;1;83;Freiburg;DE13;Freiburg;3;6;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8325;Rottweil;769,44;138858;69415;69443;44;Landkreis;Rottweil;2;Landkreis;8325000;Rottweil;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;809;Schwarzwald-Baar-Heuberg;2;Region mit Verstädterungsansätzen;687;AA Rottweil - Villingen-Schwenningen;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;137;Rottweil;N;1;83;Freiburg;DE13;Freiburg;0;0;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8326;Schwarzwald-Baar-Kreis;1025,34;211207;104997;106210;44;Landkreis;Villingen-Schwenningen;2;Landkreis;8326000;Schwarzwald-Baar-Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;809;Schwarzwald-Baar-Heuberg;2;Region mit Verstädterungsansätzen;687;AA Rottweil - Villingen-Schwenningen;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;138;Villingen-Schwenningen;N;1;83;Freiburg;DE13;Freiburg;4;7;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8327;Tuttlingen;734,35;139397;70009;69388;44;Landkreis;Tuttlingen;2;Landkreis;8327000;Tuttlingen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;3;peripher;809;Schwarzwald-Baar-Heuberg;2;Region mit Verstädterungsansätzen;687;AA Rottweil - Villingen-Schwenningen;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;139;Tuttlingen;N;1;83;Freiburg;DE13;Freiburg;0;7;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8335;Konstanz;817,97;284015;138473;145542;44;Landkreis;Konstanz;2;Landkreis;8335000;Konstanz;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;804;Hochrhein-Bodensee;2;Region mit Verstädterungsansätzen;634;AA Konstanz - Ravensburg;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;140;Konstanz;N;1;83;Freiburg;DE13;Freiburg;4;7;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8336;Lörrach;806,72;228314;111904;116410;44;Landkreis;Lörrach;2;Landkreis;8336000;Lörrach;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;804;Hochrhein-Bodensee;2;Region mit Verstädterungsansätzen;637;AA Lörrach;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;141;Lörrach;N;1;83;Freiburg;DE13;Freiburg;3,4;6;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8337;Waldshut;1131,1;170198;84456;85742;44;Landkreis;Waldshut-Tiengen;2;Landkreis;8337000;Waldshut;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;804;Hochrhein-Bodensee;2;Region mit Verstädterungsansätzen;637;AA Lörrach;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;142;Waldshut;N;2;83;Freiburg;DE13;Freiburg;4;6,7;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8415;Reutlingen;1092,46;285754;141853;143901;44;Landkreis;Reutlingen;2;Landkreis;8415000;Reutlingen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;806;Neckar-Alb;2;Region mit Verstädterungsansätzen;664;AA Reutlingen;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;143;Reutlingen/Tübingen;N;1;84;Tübingen;DE14;Tübingen;0;0;Metropolregion Stuttgart;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8416;Tübingen;519,14;225755;110042;115713;44;Landkreis;Tübingen;2;Landkreis;8416000;Tübingen;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;806;Neckar-Alb;2;Region mit Verstädterungsansätzen;664;AA Reutlingen;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;143;Reutlingen/Tübingen;N;1;84;Tübingen;DE14;Tübingen;0;0;Metropolregion Stuttgart;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8417;Zollernalbkreis;917,56;188170;93357;94813;44;Landkreis;Balingen;2;Landkreis;8417000;Zollernalbkreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;3;peripher;806;Neckar-Alb;2;Region mit Verstädterungsansätzen;614;AA Balingen;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;144;Balingen;N;1;84;Tübingen;DE14;Tübingen;0;0;Metropolregion Stuttgart;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8421;Ulm, Stadt;118,68;125596;62321;63275;42;Stadtkreis;Ulm;1;Kreisfreie Stadt;8421000;Ulm, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;2;zentral;802;Donau-Iller (BW);2;Region mit Verstädterungsansätzen;684;AA Ulm;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;145;Ulm;N;1;84;Tübingen;DE14;Tübingen;0;0;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8425;Alb-Donau-Kreis;1358,54;194629;98401;96228;44;Landkreis;Ulm;2;Landkreis;8425000;Alb-Donau-Kreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;802;Donau-Iller (BW);2;Region mit Verstädterungsansätzen;684;AA Ulm;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;145;Ulm;N;1;84;Tübingen;DE14;Tübingen;0;0;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8426;Biberach;1409,49;198265;99840;98425;44;Landkreis;Biberach an der Riß;2;Landkreis;8426000;Biberach;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;802;Donau-Iller (BW);2;Region mit Verstädterungsansätzen;684;AA Ulm;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;146;Biberach;N;2;84;Tübingen;DE14;Tübingen;0;0;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8435;Bodenseekreis;664,77;214655;105793;108862;44;Landkreis;Friedrichshafen;2;Landkreis;8435000;Bodenseekreis;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;801;Bodensee-Oberschwaben;2;Region mit Verstädterungsansätzen;634;AA Konstanz - Ravensburg;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;147;Friedrichshafen;N;1;84;Tübingen;DE14;Tübingen;4;7;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8436;Ravensburg;1632,09;283264;141176;142088;44;Landkreis;Ravensburg;2;Landkreis;8436000;Ravensburg;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;3;peripher;801;Bodensee-Oberschwaben;2;Region mit Verstädterungsansätzen;634;AA Konstanz - Ravensburg;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;148;Ravensburg;N;1;84;Tübingen;DE14;Tübingen;0;7;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
8437;Sigmaringen;1204,22;130192;65210;64982;44;Landkreis;Sigmaringen;2;Landkreis;8437000;Sigmaringen;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;801;Bodensee-Oberschwaben;2;Region mit Verstädterungsansätzen;614;AA Balingen;6;IVa-Verdichtete Bezirke mit industireller Orientierung und günstiger Arbeitsmarktlage;149;Sigmaringen;N;2;84;Tübingen;DE14;Tübingen;0;7;;;8;Baden-Württemberg;52;Baden-Württemberg;1;Westdeutschland
9161;Ingolstadt, Stadt;133,35;135244;68292;66952;41;Kreisfreie Stadt;Ingolstadt;1;Kreisfreie Stadt;9161000;Ingolstadt, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;2;zentral;907;Ingolstadt;2;Region mit Verstädterungsansätzen;827;AA Ingolstadt;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;160;Ingolstadt;N;2;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9162;München, Stadt;310,71;1456039;708422;747617;41;Kreisfreie Stadt;München;1;Kreisfreie Stadt;9162000;München, Stadt;0;nicht zugehörig zu Kreisregion;1;Kreisfreie Stadt;1;kreisfreie Großstadt;1;Städtischer Raum;1;sehr zentral;910;München;1;Städtische Region;843;AA München;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;159;München;N;1;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9163;Rosenheim, Stadt;37,22;63080;31126;31954;41;Kreisfreie Stadt;Rosenheim;1;Kreisfreie Stadt;9187000;Kreis u. Stadt Rosenheim;1;zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;916;Südostoberbayern;3;Ländliche Region;855;AA Rosenheim;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;154;Rosenheim;N;1;91;Oberbayern;DE21;Oberbayern;5;8;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9171;Altötting;569,29;110338;54467;55871;44;Landkreis;Altötting;2;Landkreis;9171000;Altötting;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;3;peripher;916;Südostoberbayern;3;Ländliche Region;859;AA Traunstein;8;IVc-Ländliche Bezirke mit sehr hoher saisonaler Dynamik und niedriger Arbeitslosigkeit;152;Burghausen;N;1;91;Oberbayern;DE21;Oberbayern;5;8;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9172;Berchtesgadener Land;839,85;105052;51603;53449;44;Landkreis;Bad Reichenhall;2;Landkreis;9172000;Berchtesgadener Land;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;916;Südostoberbayern;3;Ländliche Region;859;AA Traunstein;8;IVc-Ländliche Bezirke mit sehr hoher saisonaler Dynamik und niedriger Arbeitslosigkeit;150;Bad Reichenhall;N;2;91;Oberbayern;DE21;Oberbayern;5;8;;;9;Bayern;71;Bayerns;1;Westdeutschland
9173;Bad Tölz-Wolfratshausen;1110,66;126572;62408;64164;44;Landkreis;Bad Tölz;2;Landkreis;9173000;Bad Tölz-Wolfratshausen;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;2;zentral;913;Oberland;3;Ländliche Region;855;AA Rosenheim;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;155;Bad Tölz;N;3;91;Oberbayern;DE21;Oberbayern;5;8;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9174;Dachau;579,15;152703;76431;76272;44;Landkreis;Dachau;2;Landkreis;9174000;Dachau;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;910;München;1;Städtische Region;823;AA Freising;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;159;München;N;1;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9175;Ebersberg;549,39;140800;70285;70515;44;Landkreis;Ebersberg;2;Landkreis;9175000;Ebersberg;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;910;München;1;Städtische Region;823;AA Freising;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;159;München;N;1;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9176;Eichstätt;1213,86;131646;66929;64717;44;Landkreis;Eichstätt;2;Landkreis;9176000;Eichstätt;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;907;Ingolstadt;2;Region mit Verstädterungsansätzen;827;AA Ingolstadt;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;160;Ingolstadt;N;2;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9177;Erding;870,73;136884;69075;67809;44;Landkreis;Erding;2;Landkreis;9177000;Erding;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;910;München;1;Städtische Region;823;AA Freising;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;159;München;N;1;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9178;Freising;799,85;177997;90805;87192;44;Landkreis;Freising;2;Landkreis;9178000;Freising;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;910;München;1;Städtische Region;823;AA Freising;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;159;München;N;1;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9179;Fürstenfeldbruck;434,83;217831;106671;111160;44;Landkreis;Fürstenfeldbruck;2;Landkreis;9179000;Fürstenfeldbruck;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;910;München;1;Städtische Region;863;AA Weilheim;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;159;München;N;1;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9180;Garmisch-Partenkirchen;1012,21;88155;42755;45400;44;Landkreis;Garmisch-Partenkirchen;2;Landkreis;9180000;Garmisch-Partenkirchen;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;913;Oberland;3;Ländliche Region;863;AA Weilheim;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;156;Garmisch-Partenkirchen;N;3;91;Oberbayern;DE21;Oberbayern;5;8;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9181;Landsberg am Lech;804,37;119141;59673;59468;44;Landkreis;Landsberg am Lech;2;Landkreis;9181000;Landsberg a.Lech;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;910;München;1;Städtische Region;863;AA Weilheim;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;158;Landsberg;N;2;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9182;Miesbach;866,22;99189;48558;50631;44;Landkreis;Miesbach;2;Landkreis;9182000;Miesbach;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;913;Oberland;3;Ländliche Region;855;AA Rosenheim;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;155;Bad Tölz;N;3;91;Oberbayern;DE21;Oberbayern;5;8;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9183;Mühldorf a.Inn;805,36;114486;57961;56525;44;Landkreis;Mühldorf a.Inn;2;Landkreis;9183000;Mühldorf a.Inn;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;916;Südostoberbayern;3;Ländliche Region;859;AA Traunstein;8;IVc-Ländliche Bezirke mit sehr hoher saisonaler Dynamik und niedriger Arbeitslosigkeit;153;Mühldorf;N;3;91;Oberbayern;DE21;Oberbayern;0;8;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9184;München;664,27;346433;172236;174197;44;Landkreis;München;2;Landkreis;9184000;München;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;910;München;1;Städtische Region;843;AA München;1;I-Großstädtische geprägte Bezirke mit günstiger Arbeitsmarktlage;159;München;N;1;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9185;Neuburg-Schrobenhausen;739,72;96164;48421;47743;44;Landkreis;Neuburg a.d.Donau;2;Landkreis;9185000;Neuburg-Schrobenhausen;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;907;Ingolstadt;2;Region mit Verstädterungsansätzen;827;AA Ingolstadt;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;160;Ingolstadt;N;2;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9186;Pfaffenhofen a.d.Ilm;761,05;126244;64299;61945;44;Landkreis;Pfaffenhofen a.d.Ilm;2;Landkreis;9186000;Pfaffenhofen a.d.Ilm;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;2;zentral;907;Ingolstadt;2;Region mit Verstädterungsansätzen;827;AA Ingolstadt;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;160;Ingolstadt;N;2;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9187;Rosenheim;1439,45;259449;128537;130912;44;Landkreis;Rosenheim;2;Landkreis;9187000;Kreis u. Stadt Rosenheim;1;zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;2;zentral;916;Südostoberbayern;3;Ländliche Region;855;AA Rosenheim;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;154;Rosenheim;N;1;91;Oberbayern;DE21;Oberbayern;5;8;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9188;Starnberg;487,72;135545;65703;69842;44;Landkreis;Starnberg;2;Landkreis;9188000;Starnberg;0;nicht zugehörig zu Kreisregion;2;Landkreis;2;Städtischer Kreis;1;Städtischer Raum;1;sehr zentral;910;München;1;Städtische Region;863;AA Weilheim;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;159;München;N;1;91;Oberbayern;DE21;Oberbayern;0;0;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9189;Traunstein;1533,74;176290;87177;89113;44;Landkreis;Traunstein;2;Landkreis;9189000;Traunstein;0;nicht zugehörig zu Kreisregion;2;Landkreis;4;Dünn besiedelter ländlicher Kreis;2;Ländlicher Raum;3;peripher;916;Südostoberbayern;3;Ländliche Region;859;AA Traunstein;8;IVc-Ländliche Bezirke mit sehr hoher saisonaler Dynamik und niedriger Arbeitslosigkeit;151;Traunstein;N;3;91;Oberbayern;DE21;Oberbayern;5;8;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
9190;Weilheim-Schongau;966,29;134252;66767;67485;44;Landkreis;Weilheim i.OB;2;Landkreis;9190000;Weilheim-Schongau;0;nicht zugehörig zu Kreisregion;2;Landkreis;3;Ländlicher Kreis mit Verdichtungsansätzen;2;Ländlicher Raum;3;peripher;913;Oberland;3;Ländliche Region;863;AA Weilheim;7;IVb-Gering verdichtete und ländliche Bezirke mit günstiger Arbeitsmarktlage und hoher saisonaler Dynamik;157;Weilheim;N;2;91;Oberbayern;DE21;Oberbayern;0;8;Europäische Metropolregion München;;9;Bayern;71;Bayerns;1;Westdeutschland
